,Date,year,Month,Weak,Count
12762,2015-10-01,2015,10,Thursday,52
12426,2015-10-01,2015,10,Thursday,52
687,2015-10-01,2015,10,Thursday,52
11101,2015-10-01,2015,10,Thursday,52
19987,2015-10-01,2015,10,Thursday,52
17672,2015-10-01,2015,10,Thursday,52
17862,2015-10-01,2015,10,Thursday,52
10692,2015-10-01,2015,10,Thursday,52
514,2015-10-01,2015,10,Thursday,52
521,2015-10-01,2015,10,Thursday,52
22694,2015-10-01,2015,10,Thursday,52
30154,2015-10-01,2015,10,Thursday,52
5113,2015-10-02,2015,10,Friday,26
3346,2015-10-02,2015,10,Friday,26
15024,2015-10-02,2015,10,Friday,26
15571,2015-10-02,2015,10,Friday,26
14419,2015-10-02,2015,10,Friday,26
9598,2015-10-02,2015,10,Friday,26
20824,2015-10-02,2015,10,Friday,26
30125,2015-10-02,2015,10,Friday,26
19001,2015-10-02,2015,10,Friday,26
26460,2015-10-02,2015,10,Friday,26
2669,2015-10-02,2015,10,Friday,26
23291,2015-10-02,2015,10,Friday,26
19612,2015-10-02,2015,10,Friday,26
25797,2015-10-02,2015,10,Friday,26
15705,2015-10-02,2015,10,Friday,26
29702,2015-10-02,2015,10,Friday,26
1272,2015-10-02,2015,10,Friday,26
19324,2015-10-02,2015,10,Friday,26
22388,2015-10-02,2015,10,Friday,26
26053,2015-10-02,2015,10,Friday,26
12612,2015-10-02,2015,10,Friday,26
30974,2015-10-02,2015,10,Friday,26
3075,2015-10-02,2015,10,Friday,26
10184,2015-10-02,2015,10,Friday,26
13312,2015-10-02,2015,10,Friday,26
26306,2015-10-02,2015,10,Friday,26
9011,2015-10-03,2015,10,Saturday,41
26467,2015-10-03,2015,10,Saturday,41
6796,2015-10-03,2015,10,Saturday,41
26682,2015-10-03,2015,10,Saturday,41
30777,2015-10-03,2015,10,Saturday,41
780,2015-10-03,2015,10,Saturday,41
6025,2015-10-03,2015,10,Saturday,41
22993,2015-10-03,2015,10,Saturday,41
20423,2015-10-03,2015,10,Saturday,41
27268,2015-10-03,2015,10,Saturday,41
27229,2015-10-03,2015,10,Saturday,41
24029,2015-10-03,2015,10,Saturday,41
26870,2015-10-03,2015,10,Saturday,41
29368,2015-10-03,2015,10,Saturday,41
19043,2015-10-03,2015,10,Saturday,41
16046,2015-10-03,2015,10,Saturday,41
10322,2015-10-03,2015,10,Saturday,41
24017,2015-10-03,2015,10,Saturday,41
26381,2015-10-03,2015,10,Saturday,41
3995,2015-10-03,2015,10,Saturday,41
20405,2015-10-03,2015,10,Saturday,41
23598,2015-10-03,2015,10,Saturday,41
10886,2015-10-03,2015,10,Saturday,41
3994,2015-10-03,2015,10,Saturday,41
3660,2015-10-03,2015,10,Saturday,41
6447,2015-10-03,2015,10,Saturday,41
22487,2015-10-03,2015,10,Saturday,41
30608,2015-10-03,2015,10,Saturday,41
7246,2015-10-03,2015,10,Saturday,41
27519,2015-10-03,2015,10,Saturday,41
27754,2015-10-03,2015,10,Saturday,41
23235,2015-10-03,2015,10,Saturday,41
16437,2015-10-03,2015,10,Saturday,41
20581,2015-10-03,2015,10,Saturday,41
15149,2015-10-03,2015,10,Saturday,41
6166,2015-10-03,2015,10,Saturday,41
28041,2015-10-03,2015,10,Saturday,41
896,2015-10-03,2015,10,Saturday,41
30028,2015-10-03,2015,10,Saturday,41
22101,2015-10-03,2015,10,Saturday,41
3838,2015-10-03,2015,10,Saturday,41
15747,2015-10-04,2015,10,Sunday,45
22172,2015-10-04,2015,10,Sunday,45
15032,2015-10-04,2015,10,Sunday,45
6595,2015-10-04,2015,10,Sunday,45
3306,2015-10-04,2015,10,Sunday,45
29931,2015-10-04,2015,10,Sunday,45
6962,2015-10-04,2015,10,Sunday,45
4502,2015-10-04,2015,10,Sunday,45
5361,2015-10-04,2015,10,Sunday,45
10569,2015-10-04,2015,10,Sunday,45
17894,2015-10-04,2015,10,Sunday,45
15439,2015-10-04,2015,10,Sunday,45
7424,2015-10-04,2015,10,Sunday,45
1914,2015-10-04,2015,10,Sunday,45
27096,2015-10-04,2015,10,Sunday,45
17014,2015-10-04,2015,10,Sunday,45
24537,2015-10-04,2015,10,Sunday,45
7124,2015-10-04,2015,10,Sunday,45
15615,2015-10-04,2015,10,Sunday,45
30396,2015-10-04,2015,10,Sunday,45
28419,2015-10-04,2015,10,Sunday,45
10437,2015-10-04,2015,10,Sunday,45
24448,2015-10-04,2015,10,Sunday,45
3550,2015-10-04,2015,10,Sunday,45
5604,2015-10-04,2015,10,Sunday,45
4062,2015-10-04,2015,10,Sunday,45
14583,2015-10-04,2015,10,Sunday,45
30990,2015-10-04,2015,10,Sunday,45
17252,2015-10-04,2015,10,Sunday,45
829,2015-10-04,2015,10,Sunday,45
18170,2015-10-04,2015,10,Sunday,45
15309,2015-10-04,2015,10,Sunday,45
11725,2015-10-04,2015,10,Sunday,45
140,2015-10-04,2015,10,Sunday,45
13385,2015-10-04,2015,10,Sunday,45
15325,2015-10-04,2015,10,Sunday,45
22655,2015-10-04,2015,10,Sunday,45
29167,2015-10-04,2015,10,Sunday,45
22256,2015-10-04,2015,10,Sunday,45
276,2015-10-04,2015,10,Sunday,45
25837,2015-10-04,2015,10,Sunday,45
27648,2015-10-04,2015,10,Sunday,45
24417,2015-10-04,2015,10,Sunday,45
6140,2015-10-04,2015,10,Sunday,45
2457,2015-10-04,2015,10,Sunday,45
11037,2015-10-05,2015,10,Monday,28
21699,2015-10-05,2015,10,Monday,28
28308,2015-10-05,2015,10,Monday,28
11747,2015-10-05,2015,10,Monday,28
21295,2015-10-05,2015,10,Monday,28
4515,2015-10-05,2015,10,Monday,28
9073,2015-10-05,2015,10,Monday,28
5929,2015-10-05,2015,10,Monday,28
10480,2015-10-05,2015,10,Monday,28
9271,2015-10-05,2015,10,Monday,28
27987,2015-10-05,2015,10,Monday,28
22155,2015-10-05,2015,10,Monday,28
2006,2015-10-05,2015,10,Monday,28
25630,2015-10-05,2015,10,Monday,28
20305,2015-10-05,2015,10,Monday,28
9603,2015-10-05,2015,10,Monday,28
5013,2015-10-05,2015,10,Monday,28
7708,2015-10-05,2015,10,Monday,28
7248,2015-10-05,2015,10,Monday,28
19815,2015-10-05,2015,10,Monday,28
23083,2015-10-05,2015,10,Monday,28
4662,2015-10-05,2015,10,Monday,28
24150,2015-10-05,2015,10,Monday,28
13543,2015-10-05,2015,10,Monday,28
16953,2015-10-05,2015,10,Monday,28
5460,2015-10-05,2015,10,Monday,28
20240,2015-10-05,2015,10,Monday,28
5686,2015-10-05,2015,10,Monday,28
19148,2015-10-06,2015,10,Tuesday,20
29035,2015-10-06,2015,10,Tuesday,20
10073,2015-10-06,2015,10,Tuesday,20
14650,2015-10-06,2015,10,Tuesday,20
16575,2015-10-06,2015,10,Tuesday,20
12413,2015-10-06,2015,10,Tuesday,20
13547,2015-10-06,2015,10,Tuesday,20
19723,2015-10-06,2015,10,Tuesday,20
7912,2015-10-06,2015,10,Tuesday,20
16164,2015-10-06,2015,10,Tuesday,20
18780,2015-10-06,2015,10,Tuesday,20
4508,2015-10-06,2015,10,Tuesday,20
11835,2015-10-06,2015,10,Tuesday,20
12682,2015-10-06,2015,10,Tuesday,20
21372,2015-10-06,2015,10,Tuesday,20
5503,2015-10-06,2015,10,Tuesday,20
16328,2015-10-06,2015,10,Tuesday,20
26611,2015-10-06,2015,10,Tuesday,20
4007,2015-10-06,2015,10,Tuesday,20
19387,2015-10-06,2015,10,Tuesday,20
14146,2015-10-07,2015,10,Wednesday,23
21835,2015-10-07,2015,10,Wednesday,23
29625,2015-10-07,2015,10,Wednesday,23
3237,2015-10-07,2015,10,Wednesday,23
9610,2015-10-07,2015,10,Wednesday,23
13219,2015-10-07,2015,10,Wednesday,23
26914,2015-10-07,2015,10,Wednesday,23
23663,2015-10-07,2015,10,Wednesday,23
17309,2015-10-07,2015,10,Wednesday,23
2543,2015-10-07,2015,10,Wednesday,23
811,2015-10-07,2015,10,Wednesday,23
20258,2015-10-07,2015,10,Wednesday,23
11987,2015-10-07,2015,10,Wednesday,23
10145,2015-10-07,2015,10,Wednesday,23
26663,2015-10-07,2015,10,Wednesday,23
6125,2015-10-07,2015,10,Wednesday,23
28629,2015-10-07,2015,10,Wednesday,23
27140,2015-10-07,2015,10,Wednesday,23
27084,2015-10-07,2015,10,Wednesday,23
30145,2015-10-07,2015,10,Wednesday,23
1637,2015-10-07,2015,10,Wednesday,23
1748,2015-10-07,2015,10,Wednesday,23
5720,2015-10-07,2015,10,Wednesday,23
17918,2015-10-08,2015,10,Thursday,26
14636,2015-10-08,2015,10,Thursday,26
4081,2015-10-08,2015,10,Thursday,26
15356,2015-10-08,2015,10,Thursday,26
5159,2015-10-08,2015,10,Thursday,26
26023,2015-10-08,2015,10,Thursday,26
18392,2015-10-08,2015,10,Thursday,26
23912,2015-10-08,2015,10,Thursday,26
19897,2015-10-08,2015,10,Thursday,26
3003,2015-10-08,2015,10,Thursday,26
10831,2015-10-08,2015,10,Thursday,26
11331,2015-10-08,2015,10,Thursday,26
25876,2015-10-08,2015,10,Thursday,26
27757,2015-10-08,2015,10,Thursday,26
30710,2015-10-08,2015,10,Thursday,26
4857,2015-10-08,2015,10,Thursday,26
10032,2015-10-08,2015,10,Thursday,26
16631,2015-10-08,2015,10,Thursday,26
13307,2015-10-08,2015,10,Thursday,26
4694,2015-10-08,2015,10,Thursday,26
18618,2015-10-08,2015,10,Thursday,26
7647,2015-10-08,2015,10,Thursday,26
4911,2015-10-08,2015,10,Thursday,26
2557,2015-10-08,2015,10,Thursday,26
8817,2015-10-08,2015,10,Thursday,26
29014,2015-10-08,2015,10,Thursday,26
9094,2015-10-09,2015,10,Friday,29
3229,2015-10-09,2015,10,Friday,29
15006,2015-10-09,2015,10,Friday,29
6342,2015-10-09,2015,10,Friday,29
28316,2015-10-09,2015,10,Friday,29
3772,2015-10-09,2015,10,Friday,29
6341,2015-10-09,2015,10,Friday,29
2908,2015-10-09,2015,10,Friday,29
3176,2015-10-09,2015,10,Friday,29
19490,2015-10-09,2015,10,Friday,29
29405,2015-10-09,2015,10,Friday,29
9667,2015-10-09,2015,10,Friday,29
278,2015-10-09,2015,10,Friday,29
16039,2015-10-09,2015,10,Friday,29
28382,2015-10-09,2015,10,Friday,29
18355,2015-10-09,2015,10,Friday,29
24273,2015-10-09,2015,10,Friday,29
6844,2015-10-09,2015,10,Friday,29
20564,2015-10-09,2015,10,Friday,29
22651,2015-10-09,2015,10,Friday,29
25403,2015-10-09,2015,10,Friday,29
3057,2015-10-09,2015,10,Friday,29
8285,2015-10-09,2015,10,Friday,29
8066,2015-10-09,2015,10,Friday,29
6497,2015-10-09,2015,10,Friday,29
22346,2015-10-09,2015,10,Friday,29
21387,2015-10-09,2015,10,Friday,29
9959,2015-10-09,2015,10,Friday,29
27975,2015-10-09,2015,10,Friday,29
18211,2015-10-10,2015,10,Saturday,30
3092,2015-10-10,2015,10,Saturday,30
24155,2015-10-10,2015,10,Saturday,30
9994,2015-10-10,2015,10,Saturday,30
13643,2015-10-10,2015,10,Saturday,30
6529,2015-10-10,2015,10,Saturday,30
15333,2015-10-10,2015,10,Saturday,30
106,2015-10-10,2015,10,Saturday,30
6330,2015-10-10,2015,10,Saturday,30
17174,2015-10-10,2015,10,Saturday,30
22656,2015-10-10,2015,10,Saturday,30
9463,2015-10-10,2015,10,Saturday,30
3891,2015-10-10,2015,10,Saturday,30
8146,2015-10-10,2015,10,Saturday,30
5354,2015-10-10,2015,10,Saturday,30
12740,2015-10-10,2015,10,Saturday,30
3362,2015-10-10,2015,10,Saturday,30
10764,2015-10-10,2015,10,Saturday,30
10701,2015-10-10,2015,10,Saturday,30
2477,2015-10-10,2015,10,Saturday,30
96,2015-10-10,2015,10,Saturday,30
15103,2015-10-10,2015,10,Saturday,30
15247,2015-10-10,2015,10,Saturday,30
2454,2015-10-10,2015,10,Saturday,30
20282,2015-10-10,2015,10,Saturday,30
16597,2015-10-10,2015,10,Saturday,30
17832,2015-10-10,2015,10,Saturday,30
17025,2015-10-10,2015,10,Saturday,30
16051,2015-10-10,2015,10,Saturday,30
30019,2015-10-10,2015,10,Saturday,30
25000,2015-10-11,2015,10,Sunday,32
29168,2015-10-11,2015,10,Sunday,32
10015,2015-10-11,2015,10,Sunday,32
682,2015-10-11,2015,10,Sunday,32
11899,2015-10-11,2015,10,Sunday,32
16241,2015-10-11,2015,10,Sunday,32
8631,2015-10-11,2015,10,Sunday,32
9046,2015-10-11,2015,10,Sunday,32
9379,2015-10-11,2015,10,Sunday,32
26518,2015-10-11,2015,10,Sunday,32
25237,2015-10-11,2015,10,Sunday,32
20175,2015-10-11,2015,10,Sunday,32
10742,2015-10-11,2015,10,Sunday,32
10167,2015-10-11,2015,10,Sunday,32
9867,2015-10-11,2015,10,Sunday,32
7895,2015-10-11,2015,10,Sunday,32
26547,2015-10-11,2015,10,Sunday,32
11230,2015-10-11,2015,10,Sunday,32
22564,2015-10-11,2015,10,Sunday,32
27635,2015-10-11,2015,10,Sunday,32
7826,2015-10-11,2015,10,Sunday,32
5575,2015-10-11,2015,10,Sunday,32
23749,2015-10-11,2015,10,Sunday,32
555,2015-10-11,2015,10,Sunday,32
14318,2015-10-11,2015,10,Sunday,32
18892,2015-10-11,2015,10,Sunday,32
20267,2015-10-11,2015,10,Sunday,32
19710,2015-10-11,2015,10,Sunday,32
16612,2015-10-11,2015,10,Sunday,32
8082,2015-10-11,2015,10,Sunday,32
29902,2015-10-11,2015,10,Sunday,32
4854,2015-10-11,2015,10,Sunday,32
27509,2015-10-12,2015,10,Monday,31
2802,2015-10-12,2015,10,Monday,31
12355,2015-10-12,2015,10,Monday,31
5958,2015-10-12,2015,10,Monday,31
9782,2015-10-12,2015,10,Monday,31
20516,2015-10-12,2015,10,Monday,31
20546,2015-10-12,2015,10,Monday,31
13763,2015-10-12,2015,10,Monday,31
6564,2015-10-12,2015,10,Monday,31
29948,2015-10-12,2015,10,Monday,31
21953,2015-10-12,2015,10,Monday,31
24304,2015-10-12,2015,10,Monday,31
12386,2015-10-12,2015,10,Monday,31
11809,2015-10-12,2015,10,Monday,31
9776,2015-10-12,2015,10,Monday,31
15767,2015-10-12,2015,10,Monday,31
19288,2015-10-12,2015,10,Monday,31
12003,2015-10-12,2015,10,Monday,31
13835,2015-10-12,2015,10,Monday,31
7230,2015-10-12,2015,10,Monday,31
30739,2015-10-12,2015,10,Monday,31
11926,2015-10-12,2015,10,Monday,31
5213,2015-10-12,2015,10,Monday,31
18326,2015-10-12,2015,10,Monday,31
11679,2015-10-12,2015,10,Monday,31
20179,2015-10-12,2015,10,Monday,31
31034,2015-10-12,2015,10,Monday,31
28940,2015-10-12,2015,10,Monday,31
18497,2015-10-12,2015,10,Monday,31
7721,2015-10-12,2015,10,Monday,31
22042,2015-10-12,2015,10,Monday,31
30911,2015-10-13,2015,10,Tuesday,18
29047,2015-10-13,2015,10,Tuesday,18
19903,2015-10-13,2015,10,Tuesday,18
14623,2015-10-13,2015,10,Tuesday,18
6150,2015-10-13,2015,10,Tuesday,18
2985,2015-10-13,2015,10,Tuesday,18
21619,2015-10-13,2015,10,Tuesday,18
11278,2015-10-13,2015,10,Tuesday,18
28693,2015-10-13,2015,10,Tuesday,18
28359,2015-10-13,2015,10,Tuesday,18
25010,2015-10-13,2015,10,Tuesday,18
27655,2015-10-13,2015,10,Tuesday,18
3687,2015-10-13,2015,10,Tuesday,18
9318,2015-10-13,2015,10,Tuesday,18
24554,2015-10-13,2015,10,Tuesday,18
10901,2015-10-13,2015,10,Tuesday,18
4199,2015-10-13,2015,10,Tuesday,18
8615,2015-10-13,2015,10,Tuesday,18
6678,2015-10-14,2015,10,Wednesday,26
20086,2015-10-14,2015,10,Wednesday,26
15303,2015-10-14,2015,10,Wednesday,26
22898,2015-10-14,2015,10,Wednesday,26
27368,2015-10-14,2015,10,Wednesday,26
20455,2015-10-14,2015,10,Wednesday,26
4440,2015-10-14,2015,10,Wednesday,26
19211,2015-10-14,2015,10,Wednesday,26
8398,2015-10-14,2015,10,Wednesday,26
940,2015-10-14,2015,10,Wednesday,26
9666,2015-10-14,2015,10,Wednesday,26
23848,2015-10-14,2015,10,Wednesday,26
25668,2015-10-14,2015,10,Wednesday,26
21554,2015-10-14,2015,10,Wednesday,26
14176,2015-10-14,2015,10,Wednesday,26
19752,2015-10-14,2015,10,Wednesday,26
25999,2015-10-14,2015,10,Wednesday,26
13442,2015-10-14,2015,10,Wednesday,26
12826,2015-10-14,2015,10,Wednesday,26
12688,2015-10-14,2015,10,Wednesday,26
16907,2015-10-14,2015,10,Wednesday,26
26781,2015-10-14,2015,10,Wednesday,26
29712,2015-10-14,2015,10,Wednesday,26
18096,2015-10-14,2015,10,Wednesday,26
27654,2015-10-14,2015,10,Wednesday,26
5723,2015-10-14,2015,10,Wednesday,26
16531,2015-10-15,2015,10,Thursday,27
16519,2015-10-15,2015,10,Thursday,27
2151,2015-10-15,2015,10,Thursday,27
8528,2015-10-15,2015,10,Thursday,27
8456,2015-10-15,2015,10,Thursday,27
29026,2015-10-15,2015,10,Thursday,27
19484,2015-10-15,2015,10,Thursday,27
23573,2015-10-15,2015,10,Thursday,27
15330,2015-10-15,2015,10,Thursday,27
12608,2015-10-15,2015,10,Thursday,27
21799,2015-10-15,2015,10,Thursday,27
26190,2015-10-15,2015,10,Thursday,27
3120,2015-10-15,2015,10,Thursday,27
21472,2015-10-15,2015,10,Thursday,27
17781,2015-10-15,2015,10,Thursday,27
5683,2015-10-15,2015,10,Thursday,27
9150,2015-10-15,2015,10,Thursday,27
12111,2015-10-15,2015,10,Thursday,27
2417,2015-10-15,2015,10,Thursday,27
29996,2015-10-15,2015,10,Thursday,27
487,2015-10-15,2015,10,Thursday,27
30871,2015-10-15,2015,10,Thursday,27
6942,2015-10-15,2015,10,Thursday,27
1993,2015-10-15,2015,10,Thursday,27
16313,2015-10-15,2015,10,Thursday,27
19449,2015-10-15,2015,10,Thursday,27
27479,2015-10-15,2015,10,Thursday,27
4640,2015-10-16,2015,10,Friday,31
18837,2015-10-16,2015,10,Friday,31
17761,2015-10-16,2015,10,Friday,31
1,2015-10-16,2015,10,Friday,31
30723,2015-10-16,2015,10,Friday,31
23362,2015-10-16,2015,10,Friday,31
22344,2015-10-16,2015,10,Friday,31
13857,2015-10-16,2015,10,Friday,31
17476,2015-10-16,2015,10,Friday,31
19405,2015-10-16,2015,10,Friday,31
2811,2015-10-16,2015,10,Friday,31
25023,2015-10-16,2015,10,Friday,31
10262,2015-10-16,2015,10,Friday,31
30829,2015-10-16,2015,10,Friday,31
3173,2015-10-16,2015,10,Friday,31
27259,2015-10-16,2015,10,Friday,31
7002,2015-10-16,2015,10,Friday,31
7606,2015-10-16,2015,10,Friday,31
21364,2015-10-16,2015,10,Friday,31
23995,2015-10-16,2015,10,Friday,31
9174,2015-10-16,2015,10,Friday,31
9013,2015-10-16,2015,10,Friday,31
21895,2015-10-16,2015,10,Friday,31
587,2015-10-16,2015,10,Friday,31
14567,2015-10-16,2015,10,Friday,31
28035,2015-10-16,2015,10,Friday,31
27239,2015-10-16,2015,10,Friday,31
13692,2015-10-16,2015,10,Friday,31
23352,2015-10-16,2015,10,Friday,31
20677,2015-10-16,2015,10,Friday,31
11043,2015-10-16,2015,10,Friday,31
6313,2015-10-17,2015,10,Saturday,39
18542,2015-10-17,2015,10,Saturday,39
15576,2015-10-17,2015,10,Saturday,39
644,2015-10-17,2015,10,Saturday,39
8095,2015-10-17,2015,10,Saturday,39
20250,2015-10-17,2015,10,Saturday,39
3515,2015-10-17,2015,10,Saturday,39
12819,2015-10-17,2015,10,Saturday,39
24146,2015-10-17,2015,10,Saturday,39
10474,2015-10-17,2015,10,Saturday,39
6533,2015-10-17,2015,10,Saturday,39
10975,2015-10-17,2015,10,Saturday,39
26991,2015-10-17,2015,10,Saturday,39
8837,2015-10-17,2015,10,Saturday,39
18524,2015-10-17,2015,10,Saturday,39
283,2015-10-17,2015,10,Saturday,39
16880,2015-10-17,2015,10,Saturday,39
2170,2015-10-17,2015,10,Saturday,39
25006,2015-10-17,2015,10,Saturday,39
1896,2015-10-17,2015,10,Saturday,39
4045,2015-10-17,2015,10,Saturday,39
18887,2015-10-17,2015,10,Saturday,39
29351,2015-10-17,2015,10,Saturday,39
9929,2015-10-17,2015,10,Saturday,39
28201,2015-10-17,2015,10,Saturday,39
1242,2015-10-17,2015,10,Saturday,39
11151,2015-10-17,2015,10,Saturday,39
22963,2015-10-17,2015,10,Saturday,39
19156,2015-10-17,2015,10,Saturday,39
29593,2015-10-17,2015,10,Saturday,39
11251,2015-10-17,2015,10,Saturday,39
7447,2015-10-17,2015,10,Saturday,39
24229,2015-10-17,2015,10,Saturday,39
27919,2015-10-17,2015,10,Saturday,39
19369,2015-10-17,2015,10,Saturday,39
4095,2015-10-17,2015,10,Saturday,39
14312,2015-10-17,2015,10,Saturday,39
10013,2015-10-17,2015,10,Saturday,39
11142,2015-10-17,2015,10,Saturday,39
21271,2015-10-18,2015,10,Sunday,38
22150,2015-10-18,2015,10,Sunday,38
20511,2015-10-18,2015,10,Sunday,38
22136,2015-10-18,2015,10,Sunday,38
19415,2015-10-18,2015,10,Sunday,38
24444,2015-10-18,2015,10,Sunday,38
16461,2015-10-18,2015,10,Sunday,38
3193,2015-10-18,2015,10,Sunday,38
17349,2015-10-18,2015,10,Sunday,38
4908,2015-10-18,2015,10,Sunday,38
29729,2015-10-18,2015,10,Sunday,38
28042,2015-10-18,2015,10,Sunday,38
3095,2015-10-18,2015,10,Sunday,38
22050,2015-10-18,2015,10,Sunday,38
10827,2015-10-18,2015,10,Sunday,38
4274,2015-10-18,2015,10,Sunday,38
21801,2015-10-18,2015,10,Sunday,38
14136,2015-10-18,2015,10,Sunday,38
16945,2015-10-18,2015,10,Sunday,38
24589,2015-10-18,2015,10,Sunday,38
8408,2015-10-18,2015,10,Sunday,38
5367,2015-10-18,2015,10,Sunday,38
1791,2015-10-18,2015,10,Sunday,38
30067,2015-10-18,2015,10,Sunday,38
19888,2015-10-18,2015,10,Sunday,38
30176,2015-10-18,2015,10,Sunday,38
30345,2015-10-18,2015,10,Sunday,38
1482,2015-10-18,2015,10,Sunday,38
1842,2015-10-18,2015,10,Sunday,38
29009,2015-10-18,2015,10,Sunday,38
23077,2015-10-18,2015,10,Sunday,38
20441,2015-10-18,2015,10,Sunday,38
21137,2015-10-18,2015,10,Sunday,38
7079,2015-10-18,2015,10,Sunday,38
6646,2015-10-18,2015,10,Sunday,38
25987,2015-10-18,2015,10,Sunday,38
30891,2015-10-18,2015,10,Sunday,38
10475,2015-10-18,2015,10,Sunday,38
12842,2015-10-19,2015,10,Monday,26
10914,2015-10-19,2015,10,Monday,26
4489,2015-10-19,2015,10,Monday,26
4500,2015-10-19,2015,10,Monday,26
14957,2015-10-19,2015,10,Monday,26
11772,2015-10-19,2015,10,Monday,26
30701,2015-10-19,2015,10,Monday,26
20624,2015-10-19,2015,10,Monday,26
18990,2015-10-19,2015,10,Monday,26
4625,2015-10-19,2015,10,Monday,26
21346,2015-10-19,2015,10,Monday,26
17042,2015-10-19,2015,10,Monday,26
10817,2015-10-19,2015,10,Monday,26
4394,2015-10-19,2015,10,Monday,26
13043,2015-10-19,2015,10,Monday,26
29247,2015-10-19,2015,10,Monday,26
13068,2015-10-19,2015,10,Monday,26
3547,2015-10-19,2015,10,Monday,26
29945,2015-10-19,2015,10,Monday,26
25453,2015-10-19,2015,10,Monday,26
12475,2015-10-19,2015,10,Monday,26
21646,2015-10-19,2015,10,Monday,26
6733,2015-10-19,2015,10,Monday,26
2574,2015-10-19,2015,10,Monday,26
4980,2015-10-19,2015,10,Monday,26
789,2015-10-19,2015,10,Monday,26
19065,2015-10-20,2015,10,Tuesday,18
29699,2015-10-20,2015,10,Tuesday,18
8902,2015-10-20,2015,10,Tuesday,18
2107,2015-10-20,2015,10,Tuesday,18
30482,2015-10-20,2015,10,Tuesday,18
21370,2015-10-20,2015,10,Tuesday,18
20033,2015-10-20,2015,10,Tuesday,18
9859,2015-10-20,2015,10,Tuesday,18
18503,2015-10-20,2015,10,Tuesday,18
12715,2015-10-20,2015,10,Tuesday,18
7810,2015-10-20,2015,10,Tuesday,18
26696,2015-10-20,2015,10,Tuesday,18
1969,2015-10-20,2015,10,Tuesday,18
3741,2015-10-20,2015,10,Tuesday,18
26125,2015-10-20,2015,10,Tuesday,18
4861,2015-10-20,2015,10,Tuesday,18
19149,2015-10-20,2015,10,Tuesday,18
25404,2015-10-20,2015,10,Tuesday,18
29560,2015-10-21,2015,10,Wednesday,24
1363,2015-10-21,2015,10,Wednesday,24
231,2015-10-21,2015,10,Wednesday,24
9516,2015-10-21,2015,10,Wednesday,24
17934,2015-10-21,2015,10,Wednesday,24
12095,2015-10-21,2015,10,Wednesday,24
28747,2015-10-21,2015,10,Wednesday,24
11459,2015-10-21,2015,10,Wednesday,24
17575,2015-10-21,2015,10,Wednesday,24
18483,2015-10-21,2015,10,Wednesday,24
22887,2015-10-21,2015,10,Wednesday,24
10365,2015-10-21,2015,10,Wednesday,24
4039,2015-10-21,2015,10,Wednesday,24
9761,2015-10-21,2015,10,Wednesday,24
28890,2015-10-21,2015,10,Wednesday,24
21595,2015-10-21,2015,10,Wednesday,24
30030,2015-10-21,2015,10,Wednesday,24
21770,2015-10-21,2015,10,Wednesday,24
14533,2015-10-21,2015,10,Wednesday,24
29841,2015-10-21,2015,10,Wednesday,24
8405,2015-10-21,2015,10,Wednesday,24
8156,2015-10-21,2015,10,Wednesday,24
2950,2015-10-21,2015,10,Wednesday,24
82,2015-10-21,2015,10,Wednesday,24
7493,2015-10-22,2015,10,Thursday,14
16739,2015-10-22,2015,10,Thursday,14
26560,2015-10-22,2015,10,Thursday,14
12674,2015-10-22,2015,10,Thursday,14
3524,2015-10-22,2015,10,Thursday,14
26532,2015-10-22,2015,10,Thursday,14
12971,2015-10-22,2015,10,Thursday,14
17545,2015-10-22,2015,10,Thursday,14
27689,2015-10-22,2015,10,Thursday,14
17539,2015-10-22,2015,10,Thursday,14
137,2015-10-22,2015,10,Thursday,14
6385,2015-10-22,2015,10,Thursday,14
8788,2015-10-22,2015,10,Thursday,14
20820,2015-10-22,2015,10,Thursday,14
11965,2015-10-23,2015,10,Friday,26
23715,2015-10-23,2015,10,Friday,26
2286,2015-10-23,2015,10,Friday,26
25511,2015-10-23,2015,10,Friday,26
28288,2015-10-23,2015,10,Friday,26
451,2015-10-23,2015,10,Friday,26
669,2015-10-23,2015,10,Friday,26
11197,2015-10-23,2015,10,Friday,26
15312,2015-10-23,2015,10,Friday,26
27630,2015-10-23,2015,10,Friday,26
18037,2015-10-23,2015,10,Friday,26
6113,2015-10-23,2015,10,Friday,26
4684,2015-10-23,2015,10,Friday,26
13352,2015-10-23,2015,10,Friday,26
18579,2015-10-23,2015,10,Friday,26
2265,2015-10-23,2015,10,Friday,26
12507,2015-10-23,2015,10,Friday,26
14004,2015-10-23,2015,10,Friday,26
21684,2015-10-23,2015,10,Friday,26
20886,2015-10-23,2015,10,Friday,26
5473,2015-10-23,2015,10,Friday,26
16311,2015-10-23,2015,10,Friday,26
23692,2015-10-23,2015,10,Friday,26
23089,2015-10-23,2015,10,Friday,26
13177,2015-10-23,2015,10,Friday,26
26609,2015-10-23,2015,10,Friday,26
2823,2015-10-24,2015,10,Saturday,38
1983,2015-10-24,2015,10,Saturday,38
4383,2015-10-24,2015,10,Saturday,38
2904,2015-10-24,2015,10,Saturday,38
30821,2015-10-24,2015,10,Saturday,38
24182,2015-10-24,2015,10,Saturday,38
15863,2015-10-24,2015,10,Saturday,38
26291,2015-10-24,2015,10,Saturday,38
16303,2015-10-24,2015,10,Saturday,38
