,Date,year,Month,Weak,Count
10021,2015-09-29,2015,9,Tuesday,1
10022,2015-09-26,2015,9,Saturday,1
10023,2015-12-06,2015,12,Sunday,1
10025,2017-01-16,2017,1,Monday,1
10026,2015-07-19,2015,7,Sunday,1
10027,2017-11-03,2017,11,Friday,1
10031,2018-01-27,2018,1,Saturday,1
10032,2016-04-01,2016,4,Friday,1
10035,2016-06-26,2016,6,Sunday,1
10036,2015-04-09,2015,4,Thursday,1
10037,2016-08-09,2016,8,Tuesday,1
10040,2017-06-18,2017,6,Sunday,1
10041,2015-05-30,2015,5,Saturday,1
10043,2017-07-17,2017,7,Monday,1
10044,2018-03-04,2018,3,Sunday,1
10045,2015-05-08,2015,5,Friday,1
10048,2015-05-24,2015,5,Sunday,1
10054,2015-03-21,2015,3,Saturday,1
10055,2015-11-02,2015,11,Monday,1
10056,2017-06-27,2017,6,Tuesday,1
10057,2015-03-15,2015,3,Sunday,1
10059,2017-08-21,2017,8,Monday,1
10060,2014-10-29,2014,10,Wednesday,1
10062,2015-08-15,2015,8,Saturday,1
10063,2016-05-08,2016,5,Sunday,1
10067,2015-02-07,2015,2,Saturday,1
10068,2016-02-27,2016,2,Saturday,1
10070,2015-10-29,2015,10,Thursday,1
10073,2015-05-03,2015,5,Sunday,1
10074,2015-10-19,2015,10,Monday,1
10075,2015-12-20,2015,12,Sunday,1
10076,2015-01-23,2015,1,Friday,1
10077,2016-01-15,2016,1,Friday,1
10081,2015-12-11,2015,12,Friday,1
10082,2016-04-24,2016,4,Sunday,1
10083,2018-04-26,2018,4,Thursday,1
10084,2016-06-26,2016,6,Sunday,1
10085,2015-09-23,2015,9,Wednesday,1
10086,2015-11-08,2015,11,Sunday,1
10087,2017-10-29,2017,10,Sunday,1
10088,2015-06-19,2015,6,Friday,1
10089,2018-05-17,2018,5,Thursday,1
10090,2017-10-25,2017,10,Wednesday,1
10091,2016-02-20,2016,2,Saturday,1
10092,2015-08-22,2015,8,Saturday,1
10093,2015-04-04,2015,4,Saturday,1
10094,2015-10-24,2015,10,Saturday,1
10095,2016-08-09,2016,8,Tuesday,1
10096,2016-05-19,2016,5,Thursday,1
10097,2015-01-31,2015,1,Saturday,1
10098,2016-10-07,2016,10,Friday,1
10099,2015-09-23,2015,9,Wednesday,1
10101,2016-02-17,2016,2,Wednesday,1
10102,2016-06-04,2016,6,Saturday,1
10103,2016-03-27,2016,3,Sunday,1
10104,2018-04-21,2018,4,Saturday,1
10105,2017-01-14,2017,1,Saturday,1
10106,2015-08-13,2015,8,Thursday,1
10110,2016-01-14,2016,1,Thursday,1
10111,2017-08-24,2017,8,Thursday,1
10112,2017-10-25,2017,10,Wednesday,1
10114,2017-06-05,2017,6,Monday,1
10115,2015-05-17,2015,5,Sunday,1
10116,2015-04-15,2015,4,Wednesday,1
10117,2018-01-21,2018,1,Sunday,1
10118,2017-10-14,2017,10,Saturday,1
10119,2017-07-22,2017,7,Saturday,1
10120,2015-09-01,2015,9,Tuesday,1
10121,2018-04-26,2018,4,Thursday,1
10122,2017-09-03,2017,9,Sunday,1
10124,2015-03-26,2015,3,Thursday,1
10125,2015-01-10,2015,1,Saturday,1
10126,2017-11-26,2017,11,Sunday,1
10127,2016-06-08,2016,6,Wednesday,1
10128,2016-10-08,2016,10,Saturday,1
10129,2015-01-12,2015,1,Monday,1
10132,2015-04-13,2015,4,Monday,1
10133,2018-05-15,2018,5,Tuesday,1
10135,2015-03-29,2015,3,Sunday,1
10136,2017-04-29,2017,4,Saturday,1
10137,2017-12-01,2017,12,Friday,1
10138,2017-09-03,2017,9,Sunday,1
10139,2016-01-12,2016,1,Tuesday,1
10141,2018-02-03,2018,2,Saturday,1
10142,2015-07-15,2015,7,Wednesday,1
10143,2016-08-25,2016,8,Thursday,1
10144,2016-07-23,2016,7,Saturday,1
10146,2016-07-31,2016,7,Sunday,1
10148,2016-06-16,2016,6,Thursday,1
10149,2017-01-05,2017,1,Thursday,1
10150,2017-05-03,2017,5,Wednesday,1
10151,2018-05-14,2018,5,Monday,1
10152,2015-10-03,2015,10,Saturday,1
10156,2016-12-28,2016,12,Wednesday,1
10157,2016-01-11,2016,1,Monday,1
10158,2017-08-20,2017,8,Sunday,1
10159,2017-02-18,2017,2,Saturday,1
10161,2016-10-05,2016,10,Wednesday,1
10162,2017-04-16,2017,4,Sunday,1
10163,2015-08-03,2015,8,Monday,1
10165,2016-08-06,2016,8,Saturday,1
10167,2015-03-28,2015,3,Saturday,1
10169,2016-08-11,2016,8,Thursday,1
10170,2015-09-01,2015,9,Tuesday,1
10172,2015-07-09,2015,7,Thursday,1
10173,2015-07-22,2015,7,Wednesday,1
10175,2017-06-10,2017,6,Saturday,1
10177,2016-03-19,2016,3,Saturday,1
10179,2015-06-14,2015,6,Sunday,1
10180,2015-07-01,2015,7,Wednesday,1
10181,2016-02-28,2016,2,Sunday,1
10182,2016-01-30,2016,1,Saturday,1
10183,2018-03-14,2018,3,Wednesday,1
10184,2018-01-28,2018,1,Sunday,1
10185,2015-11-27,2015,11,Friday,1
10186,2016-11-15,2016,11,Tuesday,1
10187,2017-04-08,2017,4,Saturday,1
10188,2018-03-15,2018,3,Thursday,1
10189,2016-04-09,2016,4,Saturday,1
10191,2017-07-28,2017,7,Friday,1
10192,2016-02-28,2016,2,Sunday,1
10195,2017-04-13,2017,4,Thursday,1
10197,2015-06-24,2015,6,Wednesday,1
10198,2018-01-21,2018,1,Sunday,1
10200,2017-05-10,2017,5,Wednesday,1
10202,2015-08-10,2015,8,Monday,1
10203,2016-02-29,2016,2,Monday,1
10205,2016-04-13,2016,4,Wednesday,1
10209,2016-04-08,2016,4,Friday,1
10210,2017-05-25,2017,5,Thursday,1
10213,2018-02-07,2018,2,Wednesday,1
10215,2018-03-25,2018,3,Sunday,1
10216,2017-07-01,2017,7,Saturday,1
10217,2015-07-12,2015,7,Sunday,1
10218,2017-07-17,2017,7,Monday,1
10219,2017-01-19,2017,1,Thursday,1
10221,2017-03-15,2017,3,Wednesday,1
10224,2015-07-07,2015,7,Tuesday,1
10225,2017-01-31,2017,1,Tuesday,1
10226,2018-03-02,2018,3,Friday,1
10228,2015-10-09,2015,10,Friday,1
10229,2015-03-01,2015,3,Sunday,1
10230,2016-11-30,2016,11,Wednesday,1
10232,2017-06-07,2017,6,Wednesday,1
10235,2016-01-04,2016,1,Monday,1
10236,2015-05-17,2015,5,Sunday,1
10237,2017-03-23,2017,3,Thursday,1
10238,2015-03-26,2015,3,Thursday,1
10240,2018-01-28,2018,1,Sunday,1
10241,2018-03-16,2018,3,Friday,1
10242,2016-07-29,2016,7,Friday,1
10244,2018-04-15,2018,4,Sunday,1
10245,2015-01-04,2015,1,Sunday,1
10249,2017-03-12,2017,3,Sunday,1
10251,2015-06-05,2015,6,Friday,1
10253,2018-02-09,2018,2,Friday,1
10254,2016-03-01,2016,3,Tuesday,1
10255,2016-05-08,2016,5,Sunday,1
10256,2015-11-13,2015,11,Friday,1
10258,2016-04-30,2016,4,Saturday,1
10259,2015-04-19,2015,4,Sunday,1
10260,2018-05-07,2018,5,Monday,1
10261,2016-02-24,2016,2,Wednesday,1
10263,2016-07-21,2016,7,Thursday,1
10264,2018-03-24,2018,3,Saturday,1
10267,2015-01-05,2015,1,Monday,1
10268,2015-04-16,2015,4,Thursday,1
10269,2015-05-30,2015,5,Saturday,1
10270,2016-06-05,2016,6,Sunday,1
10273,2018-04-01,2018,4,Sunday,1
10277,2015-10-25,2015,10,Sunday,1
10278,2015-08-25,2015,8,Tuesday,1
10279,2018-04-26,2018,4,Thursday,1
10280,2016-03-23,2016,3,Wednesday,1
10281,2017-02-20,2017,2,Monday,1
10282,2017-07-19,2017,7,Wednesday,1
10283,2015-09-24,2015,9,Thursday,1
10284,2016-07-16,2016,7,Saturday,1
10285,2017-07-10,2017,7,Monday,1
10286,2017-01-04,2017,1,Wednesday,1
10287,2017-03-03,2017,3,Friday,1
10288,2014-12-18,2014,12,Thursday,1
10289,2016-07-01,2016,7,Friday,1
10290,2015-06-30,2015,6,Tuesday,1
10291,2015-07-21,2015,7,Tuesday,1
10293,2016-07-30,2016,7,Saturday,1
10295,2017-03-02,2017,3,Thursday,1
10296,2018-05-11,2018,5,Friday,1
10297,2017-02-25,2017,2,Saturday,1
10301,2016-10-17,2016,10,Monday,1
10302,2015-03-14,2015,3,Saturday,1
10303,2016-11-09,2016,11,Wednesday,1
10305,2015-09-16,2015,9,Wednesday,1
10306,2017-07-23,2017,7,Sunday,1
10307,2015-03-14,2015,3,Saturday,1
10308,2017-08-31,2017,8,Thursday,1
10309,2016-02-14,2016,2,Sunday,1
10310,2018-02-09,2018,2,Friday,1
10314,2015-04-07,2015,4,Tuesday,1
10315,2015-11-20,2015,11,Friday,1
10316,2018-06-12,2018,6,Tuesday,1
10317,2016-06-16,2016,6,Thursday,1
10318,2016-10-05,2016,10,Wednesday,1
10319,2015-05-09,2015,5,Saturday,1
10320,2016-04-23,2016,4,Saturday,1
10321,2015-03-15,2015,3,Sunday,1
10322,2015-11-22,2015,11,Sunday,1
10323,2017-06-22,2017,6,Thursday,1
10324,2018-02-01,2018,2,Thursday,1
10326,2015-08-29,2015,8,Saturday,1
10329,2017-08-27,2017,8,Sunday,1
10330,2017-05-27,2017,5,Saturday,1
10333,2015-07-23,2015,7,Thursday,1
10334,2016-02-26,2016,2,Friday,1
10335,2015-02-09,2015,2,Monday,1
10337,2017-04-21,2017,4,Friday,1
10338,2016-04-10,2016,4,Sunday,1
10339,2016-01-22,2016,1,Friday,1
10340,2016-01-10,2016,1,Sunday,1
10343,2015-03-21,2015,3,Saturday,1
10345,2015-11-11,2015,11,Wednesday,1
10352,2015-02-28,2015,2,Saturday,1
10353,2016-04-11,2016,4,Monday,1
10357,2018-03-31,2018,3,Saturday,1
10358,2017-08-11,2017,8,Friday,1
10362,2016-08-25,2016,8,Thursday,1
10366,2015-05-15,2015,5,Friday,1
10367,2016-04-10,2016,4,Sunday,1
10368,2015-11-07,2015,11,Saturday,1
10369,2016-01-04,2016,1,Monday,1
10370,2017-05-20,2017,5,Saturday,1
10371,2017-02-11,2017,2,Saturday,1
10373,2016-03-28,2016,3,Monday,1
10375,2016-07-17,2016,7,Sunday,1
10376,2018-05-18,2018,5,Friday,1
10377,2016-09-04,2016,9,Sunday,1
10378,2016-03-16,2016,3,Wednesday,1
10379,2015-07-12,2015,7,Sunday,1
10380,2015-10-15,2015,10,Thursday,1
10381,2018-01-21,2018,1,Sunday,1
10382,2015-08-10,2015,8,Monday,1
10386,2015-06-25,2015,6,Thursday,1
10387,2018-01-21,2018,1,Sunday,1
10388,2016-05-25,2016,5,Wednesday,1
10390,2015-04-29,2015,4,Wednesday,1
10391,2016-06-01,2016,6,Wednesday,1
10393,2015-04-17,2015,4,Friday,1
10394,2016-11-11,2016,11,Friday,1
10396,2017-07-23,2017,7,Sunday,1
10398,2016-04-04,2016,4,Monday,1
10399,2017-04-10,2017,4,Monday,1
10400,2017-02-24,2017,2,Friday,1
10401,2016-05-19,2016,5,Thursday,1
10402,2016-09-16,2016,9,Friday,1
10405,2015-08-25,2015,8,Tuesday,1
10406,2018-01-14,2018,1,Sunday,1
10407,2016-03-24,2016,3,Thursday,1
10408,2017-12-01,2017,12,Friday,1
10410,2015-10-04,2015,10,Sunday,1
10411,2017-08-21,2017,8,Monday,1
10415,2015-01-28,2015,1,Wednesday,1
10416,2016-05-20,2016,5,Friday,1
10417,2015-07-15,2015,7,Wednesday,1
10418,2017-08-19,2017,8,Saturday,1
10419,2018-04-28,2018,4,Saturday,1
10423,2016-03-20,2016,3,Sunday,1
10426,2017-11-27,2017,11,Monday,1
10427,2017-07-29,2017,7,Saturday,1
10431,2017-06-13,2017,6,Tuesday,1
10434,2015-04-04,2015,4,Saturday,1
10435,2015-01-02,2015,1,Friday,1
10436,2018-01-01,2018,1,Monday,1
10438,2015-06-13,2015,6,Saturday,1
10439,2015-02-03,2015,2,Tuesday,1
10440,2017-11-11,2017,11,Saturday,1
10441,2015-06-13,2015,6,Saturday,1
10442,2018-05-22,2018,5,Tuesday,1
10443,2017-07-07,2017,7,Friday,1
10444,2017-04-13,2017,4,Thursday,1
10445,2016-02-19,2016,2,Friday,1
10447,2015-11-02,2015,11,Monday,1
10449,2017-01-30,2017,1,Monday,1
10450,2017-01-26,2017,1,Thursday,1
10451,2016-12-12,2016,12,Monday,1
10452,2015-01-02,2015,1,Friday,1
10455,2015-02-07,2015,2,Saturday,1
10456,2018-03-01,2018,3,Thursday,1
10458,2015-08-02,2015,8,Sunday,1
10459,2015-01-19,2015,1,Monday,1
10460,2015-01-02,2015,1,Friday,1
10463,2015-01-15,2015,1,Thursday,1
10464,2017-09-08,2017,9,Friday,1
10465,2016-08-29,2016,8,Monday,1
10466,2015-05-02,2015,5,Saturday,1
10468,2016-05-16,2016,5,Monday,1
10469,2017-01-07,2017,1,Saturday,1
10470,2017-07-21,2017,7,Friday,1
10472,2016-09-10,2016,9,Saturday,1
10475,2015-10-16,2015,10,Friday,1
10476,2016-12-05,2016,12,Monday,1
10477,2015-05-30,2015,5,Saturday,1
10478,2015-03-08,2015,3,Sunday,1
10480,2016-04-23,2016,4,Saturday,1
10482,2017-10-28,2017,10,Saturday,1
10483,2015-11-10,2015,11,Tuesday,1
10484,2016-01-01,2016,1,Friday,1
10485,2017-10-30,2017,10,Monday,1
10486,2017-06-26,2017,6,Monday,1
10487,2017-05-14,2017,5,Sunday,1
10489,2018-04-06,2018,4,Friday,1
10490,2015-07-19,2015,7,Sunday,1
10492,2016-05-01,2016,5,Sunday,1
10494,2016-10-03,2016,10,Monday,1
10495,2015-12-29,2015,12,Tuesday,1
10496,2016-07-18,2016,7,Monday,1
10497,2015-06-20,2015,6,Saturday,1
10498,2015-08-06,2015,8,Thursday,1
10499,2015-07-23,2015,7,Thursday,1
10500,2016-01-07,2016,1,Thursday,1
10502,2015-06-01,2015,6,Monday,1
10503,2018-04-12,2018,4,Thursday,1
10504,2018-03-03,2018,3,Saturday,1
10505,2016-09-25,2016,9,Sunday,1
10506,2017-10-02,2017,10,Monday,1
10507,2018-02-28,2018,2,Wednesday,1
10508,2015-06-09,2015,6,Tuesday,1
10510,2016-03-07,2016,3,Monday,1
10512,2016-12-29,2016,12,Thursday,1
10513,2018-01-02,2018,1,Tuesday,1
10515,2015-07-02,2015,7,Thursday,1
10516,2015-07-04,2015,7,Saturday,1
10518,2016-04-04,2016,4,Monday,1
10519,2015-09-19,2015,9,Saturday,1
10520,2016-06-25,2016,6,Saturday,1
10521,2017-06-07,2017,6,Wednesday,1
10522,2016-05-23,2016,5,Monday,1
10523,2015-12-11,2015,12,Friday,1
10524,2015-04-18,2015,4,Saturday,1
10526,2018-03-19,2018,3,Monday,1
10527,2017-06-24,2017,6,Saturday,1
10528,2016-05-13,2016,5,Friday,1
10530,2017-11-26,2017,11,Sunday,1
10531,2017-11-09,2017,11,Thursday,1
10533,2017-10-30,2017,10,Monday,1
10535,2016-08-23,2016,8,Tuesday,1
10536,2014-12-09,2014,12,Tuesday,1
10537,2017-02-27,2017,2,Monday,1
10538,2016-06-19,2016,6,Sunday,1
10539,2016-05-15,2016,5,Sunday,1
10540,2015-09-01,2015,9,Tuesday,1
10541,2018-01-12,2018,1,Friday,1
10542,2017-10-01,2017,10,Sunday,1
10546,2016-02-15,2016,2,Monday,1
10550,2017-04-07,2017,4,Friday,1
10551,2016-09-01,2016,9,Thursday,1
10552,2017-11-18,2017,11,Saturday,1
10553,2016-02-01,2016,2,Monday,1
10555,2017-12-17,2017,12,Sunday,1
10556,2015-01-31,2015,1,Saturday,1
10557,2016-05-07,2016,5,Saturday,1
10558,2016-09-15,2016,9,Thursday,1
10560,2015-02-03,2015,2,Tuesday,1
10561,2016-10-02,2016,10,Sunday,1
10562,2015-09-13,2015,9,Sunday,1
10563,2016-07-18,2016,7,Monday,1
10564,2018-05-17,2018,5,Thursday,1
10566,2017-01-14,2017,1,Saturday,1
10567,2014-06-20,2014,6,Friday,1
10568,2015-01-10,2015,1,Saturday,1
10569,2016-03-26,2016,3,Saturday,1
10570,2017-07-05,2017,7,Wednesday,1
10571,2018-05-13,2018,5,Sunday,1
10572,2016-07-12,2016,7,Tuesday,1
10573,2017-11-03,2017,11,Friday,1
10575,2015-01-20,2015,1,Tuesday,1
10576,2015-10-18,2015,10,Sunday,1
10577,2016-08-01,2016,8,Monday,1
10580,2015-11-06,2015,11,Friday,1
10581,2018-01-06,2018,1,Saturday,1
10582,2016-02-02,2016,2,Tuesday,1
10585,2015-04-08,2015,4,Wednesday,1
10586,2018-05-20,2018,5,Sunday,1
10587,2018-03-22,2018,3,Thursday,1
10588,2015-03-23,2015,3,Monday,1
10589,2015-08-15,2015,8,Saturday,1
10593,2016-03-31,2016,3,Thursday,1
10594,2016-01-31,2016,1,Sunday,1
10595,2017-03-08,2017,3,Wednesday,1
10596,2016-01-13,2016,1,Wednesday,1
10597,2017-07-28,2017,7,Friday,1
10598,2015-07-03,2015,7,Friday,1
10599,2017-08-18,2017,8,Friday,1
10600,2017-06-18,2017,6,Sunday,1
10601,2015-06-29,2015,6,Monday,1
10603,2017-06-22,2017,6,Thursday,1
10605,2017-09-30,2017,9,Saturday,1
10606,2015-01-17,2015,1,Saturday,1
10609,2015-05-31,2015,5,Sunday,1
10611,2015-03-24,2015,3,Tuesday,1
10613,2015-07-27,2015,7,Monday,1
10616,2018-04-11,2018,4,Wednesday,1
10617,2017-08-25,2017,8,Friday,1
10618,2016-06-13,2016,6,Monday,1
10619,2016-07-31,2016,7,Sunday,1
10620,2017-06-16,2017,6,Friday,1
10622,2014-12-29,2014,12,Monday,1
10623,2018-04-18,2018,4,Wednesday,1
10624,2015-09-19,2015,9,Saturday,1
10625,2017-06-10,2017,6,Saturday,1
10626,2017-04-29,2017,4,Saturday,1
10627,2018-02-14,2018,2,Wednesday,1
10628,2018-01-21,2018,1,Sunday,1
10629,2015-02-09,2015,2,Monday,1
10630,2016-06-26,2016,6,Sunday,1
10631,2016-01-23,2016,1,Saturday,1
10632,2015-02-23,2015,2,Monday,1
10633,2016-07-15,2016,7,Friday,1
10637,2017-09-28,2017,9,Thursday,1
10638,2015-06-02,2015,6,Tuesday,1
10639,2016-06-05,2016,6,Sunday,1
10642,2015-10-04,2015,10,Sunday,1
10644,2016-02-08,2016,2,Monday,1
10645,2015-12-11,2015,12,Friday,1
10647,2017-06-02,2017,6,Friday,1
10648,2014-12-19,2014,12,Friday,1
10649,2015-08-18,2015,8,Tuesday,1
10651,2015-12-05,2015,12,Saturday,1
10654,2015-03-05,2015,3,Thursday,1
10656,2017-07-25,2017,7,Tuesday,1
10657,2016-07-27,2016,7,Wednesday,1
10658,2018-06-15,2018,6,Friday,1
10662,2016-07-14,2016,7,Thursday,1
10663,2016-08-26,2016,8,Friday,1
10664,2015-05-19,2015,5,Tuesday,1
10665,2015-09-23,2015,9,Wednesday,1
10666,2018-01-21,2018,1,Sunday,1
10668,2017-02-25,2017,2,Saturday,1
10669,2017-06-02,2017,6,Friday,1
10670,2015-05-29,2015,5,Friday,1
10671,2017-08-07,2017,8,Monday,1
10672,2016-09-19,2016,9,Monday,1
10673,2016-11-26,2016,11,Saturday,1
10676,2015-08-29,2015,8,Saturday,1
10677,2017-03-06,2017,3,Monday,1
10679,2015-01-15,2015,1,Thursday,1
10680,2015-08-02,2015,8,Sunday,1
10681,2018-04-21,2018,4,Saturday,1
10683,2018-06-03,2018,6,Sunday,1
10684,2015-08-21,2015,8,Friday,1
10686,2015-02-22,2015,2,Sunday,1
10691,2016-06-12,2016,6,Sunday,1
10693,2015-05-17,2015,5,Sunday,1
10694,2017-08-05,2017,8,Saturday,1
10696,2016-07-21,2016,7,Thursday,1
10697,2018-05-19,2018,5,Saturday,1
10698,2015-02-27,2015,2,Friday,1
10700,2016-05-12,2016,5,Thursday,1
10701,2017-06-09,2017,6,Friday,1
10702,2017-04-13,2017,4,Thursday,1
10703,2017-04-15,2017,4,Saturday,1
10704,2016-06-28,2016,6,Tuesday,1
10706,2017-10-07,2017,10,Saturday,1
10708,2015-03-17,2015,3,Tuesday,1
10711,2017-06-10,2017,6,Saturday,1
10712,2017-05-23,2017,5,Tuesday,1
10713,2016-03-20,2016,3,Sunday,1
10715,2018-05-06,2018,5,Sunday,1
10716,2015-06-27,2015,6,Saturday,1
10717,2015-11-02,2015,11,Monday,1
10720,2018-01-15,2018,1,Monday,1
10721,2015-05-30,2015,5,Saturday,1
10722,2015-11-23,2015,11,Monday,1
10723,2016-02-17,2016,2,Wednesday,1
10724,2016-07-06,2016,7,Wednesday,1
10725,2016-02-03,2016,2,Wednesday,1
10726,2017-09-30,2017,9,Saturday,1
10727,2016-08-07,2016,8,Sunday,1
10729,2015-06-18,2015,6,Thursday,1
10732,2016-01-27,2016,1,Wednesday,1
10733,2017-11-07,2017,11,Tuesday,1
10734,2015-12-01,2015,12,Tuesday,1
10737,2015-01-24,2015,1,Saturday,1
10738,2017-10-14,2017,10,Saturday,1
10739,2015-12-30,2015,12,Wednesday,1
10741,2015-05-24,2015,5,Sunday,1
10744,2018-04-26,2018,4,Thursday,1
10745,2017-10-01,2017,10,Sunday,1
10746,2018-05-04,2018,5,Friday,1
10748,2015-01-22,2015,1,Thursday,1
10749,2017-04-20,2017,4,Thursday,1
10750,2017-05-28,2017,5,Sunday,1
10752,2015-04-27,2015,4,Monday,1
10753,2016-07-12,2016,7,Tuesday,1
10754,2017-07-07,2017,7,Friday,1
10756,2016-07-17,2016,7,Sunday,1
10757,2017-04-02,2017,4,Sunday,1
10760,2017-11-22,2017,11,Wednesday,1
10762,2015-04-30,2015,4,Thursday,1
10763,2017-08-13,2017,8,Sunday,1
10765,2017-06-23,2017,6,Friday,1
10768,2017-07-07,2017,7,Friday,1
10769,2017-08-16,2017,8,Wednesday,1
10770,2017-11-08,2017,11,Wednesday,1
10771,2016-01-08,2016,1,Friday,1
10772,2015-12-30,2015,12,Wednesday,1
10773,2017-06-24,2017,6,Saturday,1
10775,2016-11-07,2016,11,Monday,1
10777,2018-04-27,2018,4,Friday,1
10780,2015-03-07,2015,3,Saturday,1
10781,2017-08-21,2017,8,Monday,1
10782,2017-06-18,2017,6,Sunday,1
10783,2016-10-09,2016,10,Sunday,1
10784,2017-07-19,2017,7,Wednesday,1
10785,2015-03-08,2015,3,Sunday,1
10786,2015-10-28,2015,10,Wednesday,1
10789,2015-02-14,2015,2,Saturday,1
10790,2016-12-16,2016,12,Friday,1
10793,2016-02-03,2016,2,Wednesday,1
10794,2014-09-05,2014,9,Friday,1
10795,2015-09-16,2015,9,Wednesday,1
10796,2016-03-06,2016,3,Sunday,1
10797,2015-09-05,2015,9,Saturday,1
10799,2017-02-13,2017,2,Monday,1
10800,2018-01-03,2018,1,Wednesday,1
10802,2015-06-28,2015,6,Sunday,1
10803,2016-05-09,2016,5,Monday,1
10805,2015-10-12,2015,10,Monday,1
10807,2018-05-11,2018,5,Friday,1
10808,2016-10-16,2016,10,Sunday,1
10809,2014-08-09,2014,8,Saturday,1
10810,2016-06-17,2016,6,Friday,1
10811,2015-08-03,2015,8,Monday,1
10812,2016-02-08,2016,2,Monday,1
10814,2015-10-28,2015,10,Wednesday,1
10815,2017-03-12,2017,3,Sunday,1
10820,2016-01-30,2016,1,Saturday,1
10821,2017-11-14,2017,11,Tuesday,1
10823,2017-06-17,2017,6,Saturday,1
10825,2016-08-20,2016,8,Saturday,1
10827,2016-09-18,2016,9,Sunday,1
10829,2018-05-05,2018,5,Saturday,1
10830,2016-01-30,2016,1,Saturday,1
10833,2015-10-03,2015,10,Saturday,1
10834,2014-10-16,2014,10,Thursday,1
10835,2015-10-05,2015,10,Monday,1
10837,2016-06-28,2016,6,Tuesday,1
10838,2018-04-14,2018,4,Saturday,1
10840,2015-11-15,2015,11,Sunday,1
10842,2018-01-02,2018,1,Tuesday,1
10844,2016-11-06,2016,11,Sunday,1
10847,2016-07-01,2016,7,Friday,1
10848,2015-09-14,2015,9,Monday,1
10849,2016-05-29,2016,5,Sunday,1
10850,2017-04-08,2017,4,Saturday,1
10854,2017-11-12,2017,11,Sunday,1
10855,2015-02-09,2015,2,Monday,1
10857,2017-07-14,2017,7,Friday,1
10858,2016-03-19,2016,3,Saturday,1
10859,2017-10-25,2017,10,Wednesday,1
10860,2016-06-04,2016,6,Saturday,1
10861,2015-04-05,2015,4,Sunday,1
10862,2015-08-16,2015,8,Sunday,1
10863,2017-09-18,2017,9,Monday,1
10864,2017-01-05,2017,1,Thursday,1
10865,2015-05-23,2015,5,Saturday,1
10866,2016-01-14,2016,1,Thursday,1
10867,2016-03-31,2016,3,Thursday,1
10868,2016-12-10,2016,12,Saturday,1
10869,2015-07-31,2015,7,Friday,1
10870,2015-08-22,2015,8,Saturday,1
10871,2014-11-28,2014,11,Friday,1
10873,2016-10-09,2016,10,Sunday,1
10874,2014-10-31,2014,10,Friday,1
10875,2015-08-17,2015,8,Monday,1
10876,2015-01-25,2015,1,Sunday,1
10877,2015-05-26,2015,5,Tuesday,1
10878,2015-07-11,2015,7,Saturday,1
10879,2015-09-22,2015,9,Tuesday,1
10880,2018-02-22,2018,2,Thursday,1
10881,2017-05-13,2017,5,Saturday,1
10885,2016-02-08,2016,2,Monday,1
10886,2015-09-29,2015,9,Tuesday,1
10887,2017-10-10,2017,10,Tuesday,1
10890,2015-12-22,2015,12,Tuesday,1
10893,2017-04-29,2017,4,Saturday,1
10894,2016-04-17,2016,4,Sunday,1
10895,2017-07-30,2017,7,Sunday,1
10898,2017-03-19,2017,3,Sunday,1
10901,2017-11-09,2017,11,Thursday,1
10904,2016-06-16,2016,6,Thursday,1
10905,2017-07-05,2017,7,Wednesday,1
10909,2016-05-23,2016,5,Monday,1
10910,2017-03-12,2017,3,Sunday,1
10911,2015-04-13,2015,4,Monday,1
10912,2016-09-13,2016,9,Tuesday,1
10914,2016-05-04,2016,5,Wednesday,1
10917,2017-10-27,2017,10,Friday,1
10918,2015-06-23,2015,6,Tuesday,1
10920,2015-06-11,2015,6,Thursday,1
10922,2015-01-12,2015,1,Monday,1
10923,2017-02-03,2017,2,Friday,1
10924,2017-02-06,2017,2,Monday,1
10925,2017-04-23,2017,4,Sunday,1
10927,2017-05-14,2017,5,Sunday,1
10928,2015-07-18,2015,7,Saturday,1
10930,2016-01-25,2016,1,Monday,1
10931,2015-01-11,2015,1,Sunday,1
10932,2016-05-20,2016,5,Friday,1
10934,2016-02-06,2016,2,Saturday,1
10935,2017-05-26,2017,5,Friday,1
10937,2017-06-30,2017,6,Friday,1
10938,2018-02-24,2018,2,Saturday,1
10940,2015-07-04,2015,7,Saturday,1
10942,2015-07-01,2015,7,Wednesday,1
10943,2016-01-16,2016,1,Saturday,1
10944,2017-10-30,2017,10,Monday,1
10946,2015-01-16,2015,1,Friday,1
10949,2017-11-12,2017,11,Sunday,1
10950,2015-03-29,2015,3,Sunday,1
10951,2016-02-21,2016,2,Sunday,1
10952,2016-11-30,2016,11,Wednesday,1
10953,2016-05-28,2016,5,Saturday,1
10955,2016-05-20,2016,5,Friday,1
10956,2015-07-09,2015,7,Thursday,1
10957,2018-01-10,2018,1,Wednesday,1
10958,2016-01-14,2016,1,Thursday,1
10959,2016-01-27,2016,1,Wednesday,1
10960,2015-05-06,2015,5,Wednesday,1
10961,2015-06-08,2015,6,Monday,1
10963,2017-02-26,2017,2,Sunday,1
10964,2018-01-04,2018,1,Thursday,1
10965,2017-10-27,2017,10,Friday,1
10966,2017-11-02,2017,11,Thursday,1
10967,2016-02-02,2016,2,Tuesday,1
10968,2017-10-19,2017,10,Thursday,1
10972,2016-04-20,2016,4,Wednesday,1
10973,2017-05-31,2017,5,Wednesday,1
10974,2015-08-03,2015,8,Monday,1
